"","year","geography","grade","N","vax","value","percent_surveyed","survey_type"
"1","2020-21","Oregon","Kindergarten",39568,"medical_exempt","0.1",100,"Census"
"2","2018-19","Oregon","Kindergarten",45870,"medical_exempt","0.1",NA,"Census"
"3","2019-20","Oregon","Kindergarten",45959,"medical_exempt","0.2",NA,"Census"
"4","2017-18","Oregon","Kindergarten",45818,"medical_exempt","0.1",NA,"Census"
"5","2016-17","Oregon","Kindergarten",45705,"medical_exempt","0.1",NA,"Census"
"6","2015-16","Oregon","Kindergarten",45531,"medical_exempt","0.1",NA,"Census"
"7","2014-15","Oregon","Kindergarten",46229,"medical_exempt","0.2",NA,"Census"
"8","2013-14","Oregon","Kindergarten",47649,"medical_exempt","0.1",NA,"Census"
"9","2012-13","Oregon","Kindergarten",47102,"medical_exempt","0.2",NA,"Census"
"10","2011-12","Oregon","Kindergarten",45855,"medical_exempt","0.2",NA,"Census"
"11","2010-11","Oregon","Kindergarten",NA,"medical_exempt",NA,NA,NA
"12","2009-10","Oregon","Kindergarten",44676,"medical_exempt","0.2",NA,"Census"
"13","2020-21","Oregon","Kindergarten",39568,"full_exempt","5.4",100,"Census"
"14","2019-20","Oregon","Kindergarten",45959,"full_exempt","7.1",NA,"Census"
"15","2021-22","Oregon","Kindergarten",41538,"full_exempt","7.0",100,"Census"
"16","2018-19","Oregon","Kindergarten",45870,"full_exempt","7.7",NA,"Census"
"17","2010-11","Oregon","Kindergarten",NA,"full_exempt",NA,NA,NA
"18","2011-12","Oregon","Kindergarten",45855,"full_exempt","5.9",NA,"Census"
"19","2017-18","Oregon","Kindergarten",45818,"full_exempt","7.6",NA,"Census"
"20","2016-17","Oregon","Kindergarten",45705,"full_exempt","6.7",NA,"Census"
"21","2015-16","Oregon","Kindergarten",45531,"full_exempt","6.3",NA,"Census"
"22","2014-15","Oregon","Kindergarten",46229,"full_exempt","6.0",NA,"Census"
"23","2013-14","Oregon","Kindergarten",47649,"full_exempt","7.1",NA,"Census"
"24","2012-13","Oregon","Kindergarten",47102,"full_exempt","6.5",NA,"Census"
"25","2021-22","Oregon","Kindergarten",41538,"medical_exempt","0.1",100,"Census"
"26","2009-10","Oregon","Kindergarten",44676,"full_exempt","5.4",NA,"Census"
"27","2021-22","Oregon","Kindergarten",41538,"personal_exempt","6.9",100,"Census"
"28","2012-13","Oregon","Kindergarten",47102,"personal_exempt","6.4",NA,"Census"
"29","2011-12","Oregon","Kindergarten",45855,"personal_exempt","5.8",NA,"Census"
"30","2010-11","Oregon","Kindergarten",NA,"personal_exempt",NA,NA,NA
"31","2009-10","Oregon","Kindergarten",44676,"personal_exempt","5.2",NA,"Census"
"32","2014-15","Oregon","Kindergarten",46229,"personal_exempt","5.8",NA,"Census"
"33","2013-14","Oregon","Kindergarten",47649,"personal_exempt","7.0",NA,"Census"
"34","2015-16","Oregon","Kindergarten",45531,"personal_exempt","6.2",NA,"Census"
"35","2016-17","Oregon","Kindergarten",45705,"personal_exempt","6.5",NA,"Census"
"36","2018-19","Oregon","Kindergarten",45870,"personal_exempt","7.5",NA,"Census"
"37","2017-18","Oregon","Kindergarten",45818,"personal_exempt","7.5",NA,"Census"
"38","2020-21","Oregon","Kindergarten",39568,"personal_exempt","5.3",100,"Census"
"39","2019-20","Oregon","Kindergarten",45959,"personal_exempt","6.9",NA,"Census"
"40","2023-24","Oregon","Kindergarten",39568,"full_exempt","8.9",100,"Census"
"41","2023-24","Oregon","Kindergarten",39568,"personal_exempt","8.8",100,"Census"
"42","2023-24","Oregon","Kindergarten",39568,"medical_exempt","0.1",100,"Census"
"43","2024-25","Oregon","Kindergarten",38247,"full_exempt","9.8",100,"Census"
"44","2024-25","Oregon","Kindergarten",38247,"personal_exempt","9.7",100,"Census"
"45","2024-25","Oregon","Kindergarten",38247,"medical_exempt","0.1",100,"Census"
"46","2021-22","District of Columbia","Kindergarten",8959,"personal_exempt","0.5",100,"Census"
"47","2009-10","District of Columbia","Kindergarten",6092,"full_exempt","1.1",NA,"Census"
"48","2010-11","District of Columbia","Kindergarten",NA,"full_exempt",NA,NA,NA
"49","2014-15","District of Columbia","Kindergarten",7840,"medical_exempt","0.6",NA,"Census"
"50","2015-16","District of Columbia","Kindergarten",8080,"medical_exempt","0.5",NA,"Census"
"51","2016-17","District of Columbia","Kindergarten",8522,"medical_exempt","0.6",NA,"Census"
"52","2017-18","District of Columbia","Kindergarten",NA,"medical_exempt",NA,NA,"Census"
"53","2019-20","District of Columbia","Kindergarten",NA,"medical_exempt",NA,NA,"Not Conducted"
"54","2018-19","District of Columbia","Kindergarten",NA,"medical_exempt",NA,NA,"Census"
"55","2021-22","District of Columbia","Kindergarten",8959,"medical_exempt","0.0",100,"Census"
"56","2023-24","District of Columbia","Kindergarten",7874,"medical_exempt","0.2",100,"Census"
"57","2023-24","District of Columbia","Kindergarten",7874,"personal_exempt","2.1",100,"Census"
"58","2023-24","District of Columbia","Kindergarten",7874,"full_exempt","2.3",100,"Census"
"59","2010-11","District of Columbia","Kindergarten",NA,"medical_exempt",NA,NA,NA
"60","2011-12","District of Columbia","Kindergarten",6854,"medical_exempt","1.3",NA,"Census"
"61","2012-13","District of Columbia","Kindergarten",7842,"medical_exempt","1.3",NA,"Census"
"62","2013-14","District of Columbia","Kindergarten",7856,"medical_exempt","1.1",NA,"Census"
"63","2009-10","District of Columbia","Kindergarten",6092,"medical_exempt","0.8",NA,"Census"
"64","2024-25","District of Columbia","Kindergarten",7997,"medical_exempt","0.3",100,"Census"
"65","2024-25","District of Columbia","Kindergarten",7997,"personal_exempt","2.5",100,"Census"
"66","2024-25","District of Columbia","Kindergarten",7997,"full_exempt","2.7",100,"Census"
"67","2019-20","District of Columbia","Kindergarten",NA,"full_exempt",NA,NA,"Not Conducted"
"68","2020-21","District of Columbia","Kindergarten",8262,"full_exempt","0.3",100,"Census"
"69","2018-19","District of Columbia","Kindergarten",NA,"full_exempt",NA,NA,"Census"
"70","2021-22","District of Columbia","Kindergarten",8959,"full_exempt","0.5",100,"Census"
"71","2012-13","District of Columbia","Kindergarten",7842,"full_exempt","1.6",NA,"Census"
"72","2013-14","District of Columbia","Kindergarten",7856,"full_exempt","1.5",NA,"Census"
"73","2014-15","District of Columbia","Kindergarten",7840,"full_exempt","1.1",NA,"Census"
"74","2015-16","District of Columbia","Kindergarten",8080,"full_exempt","1.0",NA,"Census"
"75","2016-17","District of Columbia","Kindergarten",8522,"full_exempt","1.1",NA,"Census"
"76","2017-18","District of Columbia","Kindergarten",NA,"full_exempt",NA,NA,"Census"
"77","2011-12","District of Columbia","Kindergarten",6854,"full_exempt","2.1",NA,"Census"
"78","2009-10","District of Columbia","Kindergarten",6092,"personal_exempt","0.3",NA,"Census"
"79","2010-11","District of Columbia","Kindergarten",NA,"personal_exempt",NA,NA,NA
"80","2011-12","District of Columbia","Kindergarten",6854,"personal_exempt","0.8",NA,"Census"
"81","2012-13","District of Columbia","Kindergarten",7842,"personal_exempt","0.3",NA,"Census"
"82","2013-14","District of Columbia","Kindergarten",7856,"personal_exempt","0.4",NA,"Census"
"83","2014-15","District of Columbia","Kindergarten",7840,"personal_exempt","0.5",NA,"Census"
"84","2015-16","District of Columbia","Kindergarten",8080,"personal_exempt","0.4",NA,"Census"
"85","2016-17","District of Columbia","Kindergarten",8522,"personal_exempt","0.5",NA,"Census"
"86","2017-18","District of Columbia","Kindergarten",NA,"personal_exempt",NA,NA,"Census"
"87","2018-19","District of Columbia","Kindergarten",NA,"personal_exempt",NA,NA,"Census"
"88","2020-21","District of Columbia","Kindergarten",8262,"personal_exempt","0.3",100,"Census"
"89","2019-20","District of Columbia","Kindergarten",NA,"personal_exempt",NA,NA,"Not Conducted"
"90","2022-23","District of Columbia","Kindergarten",8064,"personal_exempt","0.9",100,"Census"
"91","2022-23","District of Columbia","Kindergarten",8064,"medical_exempt","0.3",100,"Census"
"92","2022-23","District of Columbia","Kindergarten",8064,"full_exempt","1.3",100,"Census"
"93","2009-10","Kentucky","Kindergarten",56526,"medical_exempt","0.3",NA,"Census"
"94","2017-18","Kentucky","Kindergarten",55152,"medical_exempt","0.3",NA,"Census"
"95","2016-17","Kentucky","Kindergarten",51487,"medical_exempt","0.4",NA,"Census"
"96","2015-16","Kentucky","Kindergarten",54353,"medical_exempt","0.2",NA,"Census"
"97","2014-15","Kentucky","Kindergarten",57884,"medical_exempt","0.2",NA,"Census"
"98","2021-22","Kentucky","Kindergarten",59233,"full_exempt","1.3",91.5,"Census"
"99","2020-21","Kentucky","Kindergarten",59233,"full_exempt","1.0",86.4,"Census (public). voluntary response (private)"
"100","2019-20","Kentucky","Kindergarten",59233,"full_exempt","1.8",NA,"Census"
"101","2021-22","Kentucky","Kindergarten",59233,"personal_exempt","1.1",91.5,"Census"
"102","2009-10","Kentucky","Kindergarten",56526,"full_exempt","0.6",NA,"Census"
"103","2010-11","Kentucky","Kindergarten",NA,"full_exempt",NA,NA,NA
"104","2019-20","Kentucky","Kindergarten",59233,"personal_exempt","1.4",NA,"Census"
"105","2020-21","Kentucky","Kindergarten",59233,"personal_exempt","0.8",86.4,"Census (public). voluntary response (private)"
"106","2018-19","Kentucky","Kindergarten",55587,"personal_exempt","1.2",NA,"Census"
"107","2017-18","Kentucky","Kindergarten",55152,"personal_exempt","1.1",NA,"Census"
"108","2016-17","Kentucky","Kindergarten",51487,"personal_exempt","0.7",NA,"Census"
"109","2011-12","Kentucky","Kindergarten",58185,"full_exempt","0.6",NA,"Census"
"110","2017-18","Kentucky","Kindergarten",55152,"full_exempt","1.4",NA,"Census"
"111","2016-17","Kentucky","Kindergarten",51487,"full_exempt","1.1",NA,"Census"
"112","2015-16","Kentucky","Kindergarten",54353,"full_exempt","0.9",NA,"Census"
"113","2014-15","Kentucky","Kindergarten",57884,"full_exempt","0.9",NA,"Census"
"114","2013-14","Kentucky","Kindergarten",57857,"full_exempt","0.9",NA,"Census"
"115","2012-13","Kentucky","Kindergarten",58466,"full_exempt","0.7",NA,"Census"
"116","2013-14","Kentucky","Kindergarten",57857,"medical_exempt","0.3",NA,"Census"
"117","2012-13","Kentucky","Kindergarten",58466,"medical_exempt","0.2",NA,"Census"
"118","2011-12","Kentucky","Kindergarten",58185,"medical_exempt","0.2",NA,"Census"
"119","2010-11","Kentucky","Kindergarten",NA,"medical_exempt",NA,NA,NA
"120","2021-22","Kentucky","Kindergarten",59233,"medical_exempt","0.2",91.5,"Census"
"121","2020-21","Kentucky","Kindergarten",59233,"medical_exempt","0.2",86.4,"Census (public). voluntary response (private)"
"122","2018-19","Kentucky","Kindergarten",55587,"medical_exempt","0.3",NA,"Census"
"123","2019-20","Kentucky","Kindergarten",59233,"medical_exempt","0.5",NA,"Census"
"124","2024-25","Kentucky","Kindergarten",51319,"full_exempt","2.2",100,"Census"
"125","2024-25","Kentucky","Kindergarten",51319,"personal_exempt","2.0",100,"Census"
"126","2024-25","Kentucky","Kindergarten",51319,"medical_exempt","0.1",100,"Census"
"127","2023-24","Kentucky","Kindergarten",52609,"full_exempt","2.3",100,"Census"
"128","2023-24","Kentucky","Kindergarten",52609,"personal_exempt","2.0",100,"Census"
"129","2023-24","Kentucky","Kindergarten",52609,"medical_exempt","0.2",100,"Census"
"130","2012-13","Kentucky","Kindergarten",58466,"personal_exempt","0.5",NA,"Census"
"131","2011-12","Kentucky","Kindergarten",58185,"personal_exempt","0.4",NA,"Census"
"132","2010-11","Kentucky","Kindergarten",NA,"personal_exempt",NA,NA,NA
"133","2009-10","Kentucky","Kindergarten",56526,"personal_exempt","0.3",NA,"Census"
"134","2014-15","Kentucky","Kindergarten",57884,"personal_exempt","0.7",NA,"Census"
"135","2013-14","Kentucky","Kindergarten",57857,"personal_exempt","0.6",NA,"Census"
"136","2015-16","Kentucky","Kindergarten",54353,"personal_exempt","0.7",NA,"Census"
"137","2018-19","Kentucky","Kindergarten",55587,"full_exempt","1.4",NA,"Census"
"138","2021-22","New Mexico","Kindergarten",20736,"full_exempt","1.4",100,"Census"
"139","2009-10","New Mexico","Kindergarten",26318,"full_exempt","0.7",NA,"Random sample"
"140","2021-22","New Mexico","Kindergarten",20736,"personal_exempt","1.1",100,"Census"
"141","2020-21","New Mexico","Kindergarten",20589,"full_exempt","0.9",100,"Census"
"142","2019-20","New Mexico","Kindergarten",23087,"full_exempt","1.5",NA,"Census"
"143","2011-12","New Mexico","Kindergarten",29159,"full_exempt","2.0",NA,"2-stage Cluster Sample"
"144","2017-18","New Mexico","Kindergarten",26896,"full_exempt","1.7",NA,"Stratified 2-stage cluster sample"
"145","2016-17","New Mexico","Kindergarten",27119,"full_exempt","2.3",NA,"Stratified 2-stage cluster sample"
"146","2010-11","New Mexico","Kindergarten",NA,"full_exempt",NA,NA,NA
"147","2018-19","New Mexico","Kindergarten",25269,"full_exempt","1.5",NA,"Census"
"148","2021-22","New Mexico","Kindergarten",20736,"medical_exempt","0.3",100,"Census"
"149","2012-13","New Mexico","Kindergarten",29279,"personal_exempt","0.2",NA,"2-stage Cluster Sample"
"150","2011-12","New Mexico","Kindergarten",29159,"personal_exempt","2.0",NA,"2-stage Cluster Sample"
"151","2010-11","New Mexico","Kindergarten",NA,"personal_exempt",NA,NA,NA
"152","2009-10","New Mexico","Kindergarten",26318,"personal_exempt","0.7",NA,"Random sample"
"153","2014-15","New Mexico","Kindergarten",29918,"personal_exempt","1.2",NA,"Census"
"154","2013-14","New Mexico","Kindergarten",30725,"personal_exempt","0.9",NA,"Stratified  2-stage cluster sample"
"155","2015-16","New Mexico","Kindergarten",29049,"personal_exempt","1.2",NA,"Census"
"156","2019-20","New Mexico","Kindergarten",23087,"personal_exempt","1.3",NA,"Census"
"157","2020-21","New Mexico","Kindergarten",20589,"personal_exempt","0.8",100,"Census"
"158","2018-19","New Mexico","Kindergarten",25269,"personal_exempt","1.2",NA,"Census"
"159","2017-18","New Mexico","Kindergarten",26896,"personal_exempt","1.5",NA,"Stratified 2-stage cluster sample"
"160","2016-17","New Mexico","Kindergarten",27119,"personal_exempt","2.2",NA,"Stratified 2-stage cluster sample"
"161","2023-24","New Mexico","Kindergarten",20699,"medical_exempt","0.1",100,"Census"
"162","2023-24","New Mexico","Kindergarten",20699,"personal_exempt","1.4",100,"Census"
"163","2023-24","New Mexico","Kindergarten",20699,"full_exempt","1.6",100,"Census"
"164","2024-25","New Mexico","Kindergarten",20180,"medical_exempt","0.1",100,"Census"
"165","2024-25","New Mexico","Kindergarten",20180,"full_exempt","2.0",100,"Census"
"166","2024-25","New Mexico","Kindergarten",20180,"personal_exempt","1.9",100,"Census"
"167","2009-10","New Mexico","Kindergarten",26318,"medical_exempt",NA,NA,"Random sample"
"168","2013-14","New Mexico","Kindergarten",30725,"medical_exempt","0.2",NA,"Stratified  2-stage cluster sample"
"169","2012-13","New Mexico","Kindergarten",29279,"medical_exempt","0.2",NA,"2-stage Cluster Sample"
"170","2011-12","New Mexico","Kindergarten",29159,"medical_exempt","0.1",NA,"2-stage Cluster Sample"
"171","2010-11","New Mexico","Kindergarten",NA,"medical_exempt",NA,NA,NA
"172","2020-21","New Mexico","Kindergarten",20589,"medical_exempt","0.1",100,"Census"
"173","2018-19","New Mexico","Kindergarten",25269,"medical_exempt","0.3",NA,"Census"
"174","2019-20","New Mexico","Kindergarten",23087,"medical_exempt","0.2",NA,"Census"
"175","2017-18","New Mexico","Kindergarten",26896,"medical_exempt","0.2",NA,"Stratified 2-stage cluster sample"
"176","2016-17","New Mexico","Kindergarten",27119,"medical_exempt","0.1",NA,"Stratified 2-stage cluster sample"
"177","2015-16","New Mexico","Kindergarten",29049,"medical_exempt","0.1",NA,"Census"
"178","2014-15","New Mexico","Kindergarten",29918,"medical_exempt","0.1",NA,"Census"
"179","2015-16","New Mexico","Kindergarten",29049,"full_exempt","1.3",NA,"Census"
"180","2014-15","New Mexico","Kindergarten",29918,"full_exempt","1.2",NA,"Census"
"181","2013-14","New Mexico","Kindergarten",30725,"full_exempt","1.1",NA,"Stratified  2-stage cluster sample"
"182","2012-13","New Mexico","Kindergarten",29279,"full_exempt","0.4",NA,"2-stage Cluster Sample"
"183","2019-20","Pennsylvania","Kindergarten",140197,"full_exempt","3.0",NA,"Census"
"184","2020-21","Pennsylvania","Kindergarten",129307,"full_exempt","2.7",95,"Census (public). voluntary response (private)"
"185","2021-22","Pennsylvania","Kindergarten",139558,"personal_exempt","3.0",94.9,"Census (pub.), vol. response (pvt.)"
"186","2009-10","Pennsylvania","Kindergarten",149656,"full_exempt","3.1",NA,"Census"
"187","2021-22","Pennsylvania","Kindergarten",139558,"medical_exempt","0.3",94.9,"Census (pub.), vol. response (pvt.)"
"188","2015-16","Pennsylvania","Kindergarten",143298,"personal_exempt","1.8",NA,"Census (public); Voluntary response (private)"
"189","2013-14","Pennsylvania","Kindergarten",151253,"personal_exempt","1.7",NA,"Census"
"190","2014-15","Pennsylvania","Kindergarten",146378,"personal_exempt","1.8",NA,"Census"
"191","2009-10","Pennsylvania","Kindergarten",149656,"personal_exempt","2.0",NA,"Census"
"192","2010-11","Pennsylvania","Kindergarten",NA,"personal_exempt",NA,NA,NA
"193","2011-12","Pennsylvania","Kindergarten",148042,"personal_exempt","1.4",NA,"Census"
"194","2012-13","Pennsylvania","Kindergarten",151364,"personal_exempt","1.5",NA,"Census"
"195","2012-13","Pennsylvania","Kindergarten",151364,"full_exempt","2.0",NA,"Census"
"196","2013-14","Pennsylvania","Kindergarten",151253,"full_exempt","2.0",NA,"Census"
"197","2014-15","Pennsylvania","Kindergarten",146378,"full_exempt","2.1",NA,"Census"
"198","2015-16","Pennsylvania","Kindergarten",143298,"full_exempt","2.2",NA,"Census (public); Voluntary response (private)"
"199","2016-17","Pennsylvania","Kindergarten",143888,"full_exempt","2.3",NA,"Voluntary response"
"200","2017-18","Pennsylvania","Kindergarten",141571,"full_exempt","2.8",NA,"Voluntary response"
"201","2011-12","Pennsylvania","Kindergarten",148042,"full_exempt","1.8",NA,"Census"
"202","2010-11","Pennsylvania","Kindergarten",NA,"full_exempt",NA,NA,NA
"203","2009-10","Pennsylvania","Kindergarten",149656,"medical_exempt","1.2",NA,"Census"
"204","2010-11","Pennsylvania","Kindergarten",NA,"medical_exempt",NA,NA,NA
"205","2011-12","Pennsylvania","Kindergarten",148042,"medical_exempt","0.4",NA,"Census"
"206","2012-13","Pennsylvania","Kindergarten",151364,"medical_exempt","0.4",NA,"Census"
"207","2013-14","Pennsylvania","Kindergarten",151253,"medical_exempt","0.3",NA,"Census"
"208","2014-15","Pennsylvania","Kindergarten",146378,"medical_exempt","0.3",NA,"Census"
"209","2015-16","Pennsylvania","Kindergarten",143298,"medical_exempt","0.4",NA,"Census (public); Voluntary response (private)"
"210","2016-17","Pennsylvania","Kindergarten",143888,"medical_exempt","0.4",NA,"Voluntary response"
"211","2017-18","Pennsylvania","Kindergarten",141571,"medical_exempt","0.5",NA,"Voluntary response"
"212","2019-20","Pennsylvania","Kindergarten",140197,"medical_exempt","0.4",NA,"Census"
"213","2018-19","Pennsylvania","Kindergarten",143560,"medical_exempt","0.4",NA,"Census (public). voluntary response (private)"
"214","2020-21","Pennsylvania","Kindergarten",129307,"medical_exempt","0.3",95,"Census (public). voluntary response (private)"
"215","2019-20","Pennsylvania","Kindergarten",140197,"personal_exempt","2.6",NA,"Census"
"216","2020-21","Pennsylvania","Kindergarten",129307,"personal_exempt","2.5",95,"Census (public). voluntary response (private)"
"217","2017-18","Pennsylvania","Kindergarten",141571,"personal_exempt","2.4",NA,"Voluntary response"
"218","2018-19","Pennsylvania","Kindergarten",143560,"personal_exempt","2.6",NA,"Census (public). voluntary response (private)"
"219","2016-17","Pennsylvania","Kindergarten",143888,"personal_exempt","1.9",NA,"Voluntary response"
"220","2024-25","Pennsylvania","Kindergarten",140160,"medical_exempt","0.3",95.3,"Census (pub.), vol. response (prv.)"
"221","2024-25","Pennsylvania","Kindergarten",140160,"personal_exempt","5.6",95.3,"Census (pub.), vol. response (prv.)"
"222","2024-25","Pennsylvania","Kindergarten",140160,"full_exempt","6.0",95.3,"Census (pub.), vol. response (prv.)"
"223","2018-19","Pennsylvania","Kindergarten",143560,"full_exempt","2.9",NA,"Census (public). voluntary response (private)"
"224","2021-22","Pennsylvania","Kindergarten",139558,"full_exempt","3.3",94.9,"Census (pub.), vol. response (pvt.)"
"225","2023-24","Pennsylvania","Kindergarten",137593,"medical_exempt","0.3",96.5,"Census"
"226","2023-24","Pennsylvania","Kindergarten",137593,"personal_exempt","4.7",96.5,"Census"
"227","2023-24","Pennsylvania","Kindergarten",137593,"full_exempt","5.0",96.5,"Census"
"228","2022-23","North Carolina","Kindergarten",125679,"full_exempt","2.4",83.1,"Vol. response"
"229","2022-23","North Carolina","Kindergarten",125679,"medical_exempt","0.1",83.1,"Vol. response"
"230","2022-23","North Carolina","Kindergarten",125679,"personal_exempt","2.3",83.1,"Vol. response"
"231","2023-24","North Carolina","Kindergarten",125964,"full_exempt","2.9",90.8,"Census (pub.), vol. response (prv.)"
"232","2023-24","North Carolina","Kindergarten",125964,"personal_exempt","2.8",90.8,"Census (pub.), vol. response (prv.)"
"233","2023-24","North Carolina","Kindergarten",125964,"medical_exempt","0.1",90.8,"Census (pub.), vol. response (prv.)"
"234","2014-15","New York","Kindergarten",237045,"medical_exempt","0.1",NA,"Census"
"235","2015-16","New York","Kindergarten",232521,"medical_exempt","0.1",NA,"Census"
"236","2016-17","New York","Kindergarten",227050,"medical_exempt","0.2",NA,"Census"
"237","2017-18","New York","Kindergarten",226456,"medical_exempt","0.2",NA,"Census"
"238","2009-10","New York","Kindergarten",229273,"full_exempt","0.6",NA,"Census"
"239","2009-10","New York","Kindergarten",229273,"medical_exempt","0.1",NA,"Census"
"240","2010-11","New York","Kindergarten",NA,"medical_exempt",NA,NA,NA
"241","2011-12","New York","Kindergarten",236016,"medical_exempt","0.1",NA,"Census"
"242","2012-13","New York","Kindergarten",239484,"medical_exempt","0.1",NA,"Census"
"243","2013-14","New York","Kindergarten",240318,"medical_exempt","0.1",NA,"Census"
"244","2019-20","New York","Kindergarten",234165,"medical_exempt","0.1",NA,"Census"
"245","2018-19","New York","Kindergarten",220495,"medical_exempt","0.1",NA,"Census"
"246","2020-21","New York","Kindergarten",216804,"medical_exempt","0.1",91.5,"Census (public). voluntary response (private)"
"247","2021-22","New York","Kindergarten",195377,"full_exempt","0.1",99.3,"Census"
"248","2010-11","New York","Kindergarten",NA,"full_exempt",NA,NA,NA
"249","2016-17","New York","Kindergarten",227050,"full_exempt","1.0",NA,"Census"
"250","2017-18","New York","Kindergarten",226456,"full_exempt","1.1",NA,"Census"
"251","2012-13","New York","Kindergarten",239484,"full_exempt","0.7",NA,"Census"
"252","2013-14","New York","Kindergarten",240318,"full_exempt","0.8",NA,"Census"
"253","2014-15","New York","Kindergarten",237045,"full_exempt","0.8",NA,"Census"
"254","2015-16","New York","Kindergarten",232521,"full_exempt","0.9",NA,"Census"
"255","2019-20","New York","Kindergarten",234165,"full_exempt","0.1",NA,"Census"
"256","2020-21","New York","Kindergarten",216804,"full_exempt","0.1",91.5,"Census (public). voluntary response (private)"
"257","2018-19","New York","Kindergarten",220495,"full_exempt","1.3",NA,"Census"
"258","2024-25","New York","Kindergarten",234054,"full_exempt","0.3",85.1,"Vol. response"
"259","2024-25","New York","Kindergarten",234054,"medical_exempt","0.3",85.1,"Vol. response"
"260","2023-24","New York","Kindergarten",200894,"full_exempt","0.1",98.8,"Census"
"261","2023-24","New York","Kindergarten",200894,"medical_exempt","0.1",98.8,"Census"
"262","2021-22","New York","Kindergarten",195377,"medical_exempt","0.1",99.3,"Census"
"263","2015-16","New York","Kindergarten",232521,"personal_exempt","0.7",NA,"Census"
"264","2013-14","New York","Kindergarten",240318,"personal_exempt","0.6",NA,"Census"
"265","2014-15","New York","Kindergarten",237045,"personal_exempt","0.7",NA,"Census"
"266","2009-10","New York","Kindergarten",229273,"personal_exempt","0.5",NA,"Census"
"267","2010-11","New York","Kindergarten",NA,"personal_exempt",NA,NA,NA
"268","2011-12","New York","Kindergarten",236016,"personal_exempt","0.5",NA,"Census"
"269","2012-13","New York","Kindergarten",239484,"personal_exempt","0.6",NA,"Census"
"270","2011-12","New York","Kindergarten",236016,"full_exempt","0.7",NA,"Census"
"271","2016-17","New York","Kindergarten",227050,"personal_exempt","0.9",NA,"Census"
"272","2017-18","New York","Kindergarten",226456,"personal_exempt","1.0",NA,"Census"
"273","2018-19","New York","Kindergarten",220495,"personal_exempt","1.1",NA,"Census"
"274","2022-23","Indiana","Kindergarten",81307,"personal_exempt","2.5",87.5,"Vol. response (pub.), census (pvt.)"
"275","2022-23","Indiana","Kindergarten",81307,"medical_exempt","0.2",87.5,"Vol. response (pub.), census (pvt.)"
"276","2022-23","Indiana","Kindergarten",81307,"full_exempt","2.8",87.5,"Vol. response (pub.), census (pvt.)"
"277","2022-23","Louisiana","Kindergarten",54314,"personal_exempt","2.1",100,"Census"
"278","2022-23","Louisiana","Kindergarten",54314,"medical_exempt","0.1",100,"Census"
"279","2022-23","Louisiana","Kindergarten",54314,"full_exempt","2.3",100,"Census"
"280","2022-23","Utah","Kindergarten",46635,"full_exempt","8.1",100,"Census"
"281","2022-23","Utah","Kindergarten",46635,"medical_exempt","0.1",100,"Census"
"282","2022-23","Utah","Kindergarten",46635,"personal_exempt","8.0",100,"Census"
"283","2021-22","Utah","Kindergarten",48995,"full_exempt","7.4",100,"Census"
"284","2019-20","Utah","Kindergarten",49208,"full_exempt","5.4",NA,"Census"
"285","2020-21","Utah","Kindergarten",46247,"full_exempt","5.1",100,"Census"
"286","2016-17","Utah","Kindergarten",49073,"personal_exempt","4.9",NA,"Census"
"287","2017-18","Utah","Kindergarten",48827,"personal_exempt","5.2",NA,"Census"
"288","2018-19","Utah","Kindergarten",50179,"personal_exempt","5.5",NA,"Census"
"289","2019-20","Utah","Kindergarten",49208,"personal_exempt","5.2",NA,"Census"
"290","2020-21","Utah","Kindergarten",46247,"personal_exempt","5.0",100,"Census"
"291","2021-22","Utah","Kindergarten",48995,"medical_exempt","0.3",100,"Census"
"292","2015-16","Utah","Kindergarten",50114,"personal_exempt","4.4",NA,"Census"
"293","2014-15","Utah","Kindergarten",50916,"personal_exempt","4.1",NA,"Census"
"294","2013-14","Utah","Kindergarten",54779,"personal_exempt","4.2",NA,"Census"
"295","2012-13","Utah","Kindergarten",54605,"personal_exempt","3.7",NA,"Census"
"296","2011-12","Utah","Kindergarten",53800,"personal_exempt","3.6",NA,"Census"
"297","2010-11","Utah","Kindergarten",NA,"personal_exempt",NA,NA,NA
"298","2009-10","Utah","Kindergarten",49957,"personal_exempt","3.6",NA,"Census"
"299","2017-18","Utah","Kindergarten",48827,"medical_exempt","0.2",NA,"Census"
"300","2016-17","Utah","Kindergarten",49073,"medical_exempt","0.2",NA,"Census"
"301","2015-16","Utah","Kindergarten",50114,"medical_exempt","0.2",NA,"Census"
"302","2014-15","Utah","Kindergarten",50916,"medical_exempt","0.2",NA,"Census"
"303","2017-18","Utah","Kindergarten",48827,"full_exempt","5.3",NA,"Census"
"304","2016-17","Utah","Kindergarten",49073,"full_exempt","5.1",NA,"Census"
"305","2015-16","Utah","Kindergarten",50114,"full_exempt","4.6",NA,"Census"
"306","2014-15","Utah","Kindergarten",50916,"full_exempt","4.3",NA,"Census"
"307","2013-14","Utah","Kindergarten",54779,"full_exempt","4.4",NA,"Census"
"308","2012-13","Utah","Kindergarten",54605,"full_exempt","3.8",NA,"Census"
"309","2010-11","Utah","Kindergarten",NA,"full_exempt",NA,NA,NA
"310","2011-12","Utah","Kindergarten",53800,"full_exempt","3.8",NA,"Census"
"311","2009-10","Utah","Kindergarten",49957,"full_exempt","3.8",NA,"Census"
